client,Recency,Frequency,Monetary,total_quantity,avg_check,total_unique_items,avg_items_per_visit,weekend_visits,amount_last_visit,relative_value_pct,event
client25571,358.0,9.0,19582.0,52.0,2175.777777777778,12.0,5.777777777777778,1.0,1199.0,0.5037417915581189,False
client25572,16.0,3.0,20684.0,20.0,6894.666666666667,14.0,6.666666666666667,6.0,116.0,0.5320904512607565,False
client25573,177.0,1.0,2308.0,10.0,2308.0,5.0,10.0,0.0,189.0,0.05937269200879066,False
client25574,30.0,22.0,19760.0,76.0,898.1818181818181,64.0,3.4545454545454546,29.0,799.0,0.5083207946679824,False
client25575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25576,45.0,1.0,1378.0,9.0,1378.0,7.0,9.0,0.0,759.0,0.03544868699658298,False
client25577,77.0,1.0,10246.0,4.0,10246.0,4.0,4.0,4.0,2999.0,0.2635756509194407,False
client25578,68.0,21.0,66690.0,124.0,3175.714285714286,46.0,5.904761904761905,13.0,659.0,1.7155826820044406,False
client25579,339.0,4.0,5640.0,36.0,1410.0,6.0,9.0,5.0,571.0,0.14508751426758204,False
client2558,486.0,1.0,3376.0,4.0,3376.0,3.0,4.0,0.0,299.0,0.08684671066797107,False
client25580,372.0,1.0,882.0,6.0,882.0,6.0,6.0,6.0,59.0,0.02268921765673889,False
client25581,119.0,1.0,11196.0,4.0,11196.0,4.0,4.0,4.0,1999.0,0.28801415066309366,False
client25582,41.0,2.0,5958.0,3.0,2979.0,3.0,1.5,0.0,371.0,0.1532679804975627,False
client25583,165.0,7.0,16465.0,116.0,2352.1428571428573,64.0,16.571428571428573,25.0,149.0,0.42355778766236485,False
client25584,623.0,4.0,28939.0,32.0,7234.75,30.0,8.0,22.0,5.0,0.7444481516648149,False
client25585,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25586,391.0,1.0,6631.0,7.0,6631.0,3.0,7.0,0.0,37.0,0.17058072821069795,False
client25587,674.0,1.0,7420.0,14.0,7420.0,1.0,14.0,0.0,7420.0,0.19087754536621607,False
client25588,21.0,4.0,1672.0,8.0,418.0,5.0,2.0,3.0,236.0,0.04301175954882928,False
client25589,82.0,1.0,2756.0,6.0,2756.0,4.0,6.0,0.0,52.0,0.07089737399316597,False
client2559,27.0,10.0,51757.0,41.0,5175.7,19.0,4.1,10.0,198.0,1.3314351907707878,False
client25590,4.0,5.0,21168.0,32.0,4233.6,14.0,6.4,13.0,4999.0,0.5445412237617334,False
client25591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25592,85.0,1.0,4718.0,2.0,4718.0,2.0,2.0,2.0,4499.0,0.12136930714795248,False
client25593,71.0,4.0,30729.0,74.0,7682.25,39.0,18.5,8.0,279.0,0.7904954301291716,False
client25594,199.0,2.0,4357.0,3.0,2178.5,3.0,1.5,0.0,117.0,0.11208267724536435,False
client25595,363.0,1.0,618.0,2.0,618.0,2.0,2.0,0.0,219.0,0.015897887201660584,False
client25596,8.0,9.0,11024.0,111.0,1224.888888888889,38.0,12.333333333333334,15.0,163.0,0.28358949597266386,False
client25597,89.0,2.0,3977.0,22.0,1988.5,3.0,11.0,2.0,1785.0,0.10230727734790314,True
client25598,81.0,6.0,1436.0,14.0,239.33333333333334,6.0,2.3333333333333335,4.0,199.0,0.03694072171777443,True
client25599,17.0,9.0,15393.0,78.0,1710.3333333333333,20.0,8.666666666666666,3.0,118.0,0.3959808700568954,True
client256,157.0,1.0,1198.0,2.0,1198.0,1.0,2.0,0.0,1198.0,0.030818234413575042,False
client2560,626.0,4.0,6701.0,30.0,1675.25,11.0,7.5,8.0,3390.0,0.17238145977075658,False
client25600,581.0,5.0,10049.0,27.0,2009.8,8.0,5.4,7.0,2549.0,0.25850787781470425,False
client25601,52.0,11.0,47003.0,54.0,4273.0,34.0,4.909090909090909,4.0,499.0,1.2091397931062338,True
client25602,270.0,5.0,29804.0,118.0,5960.8,29.0,23.6,0.0,899.0,0.7667000487998253,False
client25603,613.0,1.0,1137.0,3.0,1137.0,2.0,3.0,0.0,958.0,0.029249025482666804,False
client25604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25605,319.0,10.0,18689.0,134.0,1868.9,32.0,13.4,9.0,49.0,0.48076960179908523,False
client25606,1.0,15.0,105883.0,264.0,7058.866666666667,59.0,17.6,29.0,28.0,2.723812282481274,True
client25607,369.0,3.0,40351.0,73.0,13450.333333333334,23.0,24.333333333333332,8.0,4278.0,1.038018845427518,False
client25608,75.0,7.0,10183.0,70.0,1454.7142857142858,26.0,10.0,9.0,119.0,0.2619549925153879,False
client25609,29.0,11.0,6921.0,61.0,629.1818181818181,32.0,5.545454545454546,16.0,59.0,0.17804090181665516,False
client2561,2.0,67.0,80901.0,330.0,1207.4776119402984,95.0,4.925373134328358,48.0,1140.0,2.0811569134329173,True
client25610,26.0,29.0,53508.0,177.0,1845.103448275862,69.0,6.103448275862069,9.0,67.0,1.376479204508826,False
client25611,182.0,1.0,308.0,2.0,308.0,2.0,2.0,2.0,69.0,0.007923218864258025,False
client25612,36.0,11.0,34463.0,143.0,3133.0,71.0,13.0,54.0,189.0,0.886551596490014,False
client25613,287.0,3.0,39483.0,232.0,13161.0,7.0,77.33333333333333,7.0,5948.0,1.0156897740827908,False
client25614,201.0,3.0,7322.0,56.0,2440.6666666666665,28.0,18.666666666666668,11.0,9.0,0.18835652118213395,False
client25615,661.0,1.0,9998.0,2.0,9998.0,2.0,2.0,0.0,3499.0,0.2571959162495186,False
client25616,14.0,1.0,5999.0,1.0,5999.0,1.0,1.0,1.0,5999.0,0.15432269469702564,False
client25617,142.0,1.0,8404.0,6.0,8404.0,5.0,6.0,0.0,1399.0,0.21619068615332612,False
client25618,2.0,6.0,11712.0,45.0,1952.0,25.0,7.5,12.0,1420.0,0.3012881147343831,True
client25619,62.0,1.0,1008.0,8.0,1008.0,5.0,8.0,0.0,207.0,0.02593053446484445,False
client2562,48.0,1.0,2401.0,31.0,2401.0,12.0,31.0,0.0,158.0,0.06176509251001142,True
client25620,24.0,30.0,119909.0,576.0,3996.9666666666667,38.0,19.2,10.0,3299.0,3.084627437643882,True
client25621,65.0,4.0,6025.0,5.0,1506.25,4.0,1.25,1.0,378.0,0.15499153784790454,False
client25622,476.0,2.0,8605.0,11.0,4302.5,6.0,5.5,6.0,60.0,0.22136135820435163,False
client25623,41.0,15.0,54852.0,94.0,3656.8,45.0,6.266666666666667,27.0,159.0,1.411053250461952,False
client25624,39.0,6.0,7629.0,45.0,1271.5,7.0,7.5,4.0,1798.0,0.19625401530981973,False
client25625,673.0,1.0,3998.0,2.0,3998.0,1.0,2.0,1.0,3998.0,0.10284749681592073,False
client25626,158.0,5.0,7358.0,6.0,1471.6,6.0,1.2,2.0,199.0,0.18928261169873556,False
client25627,407.0,1.0,7597.0,3.0,7597.0,3.0,3.0,3.0,6999.0,0.1954308237395072,False
client25628,560.0,11.0,24880.0,122.0,2261.818181818182,42.0,11.090909090909092,19.0,310.0,0.640031445917986,False
client25629,10.0,6.0,28364.0,30.0,4727.333333333333,7.0,5.0,4.0,401.0,0.7296564281357618,False
client2563,63.0,9.0,4938.0,48.0,548.6666666666666,37.0,5.333333333333333,33.0,358.0,0.12702874919385107,False
client25630,193.0,2.0,9838.0,2.0,4919.0,2.0,1.0,0.0,339.0,0.25307995839795605,False
client25631,482.0,1.0,9280.0,10.0,9280.0,8.0,10.0,0.0,49.0,0.2387255553906314,False
client25632,236.0,3.0,6691.0,59.0,2230.3333333333335,42.0,19.666666666666668,0.0,258.0,0.17212421240503392,False
client25633,84.0,1.0,6529.0,11.0,6529.0,3.0,11.0,3.0,139.0,0.1679568050803268,False
client25634,171.0,3.0,5310.0,5.0,1770.0,5.0,1.6666666666666667,0.0,2179.0,0.13659835119873412,True
client25635,266.0,2.0,2227.0,17.0,1113.5,6.0,8.5,6.0,387.0,0.05728898834643708,False
client25636,331.0,2.0,3464.0,16.0,1732.0,4.0,8.0,1.0,458.0,0.08911048748633052,False
client25637,103.0,2.0,8975.0,23.0,4487.5,7.0,11.5,0.0,7999.0,0.2308795107360902,False
client25638,392.0,1.0,1651.0,4.0,1651.0,3.0,4.0,3.0,542.0,0.042471540080811686,False
client25639,212.0,2.0,2898.0,2.0,1449.0,2.0,1.0,0.0,399.0,0.07455028658642779,False
client2564,112.0,1.0,379.0,2.0,379.0,2.0,2.0,2.0,295.0,0.009749675160888933,False
client25640,279.0,1.0,1194.0,6.0,1194.0,1.0,6.0,0.0,1194.0,0.030715335467285984,False
client25641,306.0,5.0,6575.0,11.0,1315.0,5.0,2.2,1.0,458.0,0.16914014296265104,True
client25642,35.0,4.0,2459.0,11.0,614.75,9.0,2.75,7.0,338.0,0.06325712723120287,True
client25643,180.0,1.0,9936.0,16.0,9936.0,1.0,16.0,0.0,9936.0,0.2556009825820381,False
client25644,17.0,6.0,8357.0,34.0,1392.8333333333333,18.0,5.666666666666667,9.0,58.0,0.2149816235344296,False
client25645,22.0,18.0,14102.0,83.0,783.4444444444445,35.0,4.611111111111111,4.0,287.0,0.3627702351420996,False
client25646,25.0,1.0,1318.0,15.0,1318.0,11.0,15.0,0.0,30.0,0.033905202802247,True
client25647,322.0,7.0,7562.0,44.0,1080.2857142857142,12.0,6.285714285714286,7.0,735.0,0.19453045795947788,False
client25648,319.0,2.0,1655.0,7.0,827.5,5.0,3.5,0.0,158.0,0.04257443902710076,False
client25649,43.0,1.0,4181.0,37.0,4181.0,6.0,37.0,6.0,714.0,0.10755512360864547,False
client2565,193.0,1.0,2006.0,98.0,2006.0,48.0,98.0,0.0,57.0,0.05160382156396623,True
client25650,151.0,8.0,7925.0,98.0,990.625,67.0,12.25,15.0,27.0,0.20386853733521054,False
client25651,606.0,1.0,378.0,2.0,378.0,2.0,2.0,0.0,189.0,0.009723950424316667,False
client25652,159.0,1.0,1584.0,9.0,1584.0,7.0,9.0,0.0,109.0,0.040747982730469846,False
client25653,32.0,7.0,3603.0,38.0,514.7142857142857,22.0,5.428571428571429,9.0,99.0,0.09268622586987553,True
client25654,97.0,2.0,2741.0,13.0,1370.5,9.0,6.5,0.0,1565.0,0.07051150294458197,False
client25655,91.0,14.0,29063.0,147.0,2075.9285714285716,67.0,10.5,42.0,399.0,0.7476380189997759,False
client25656,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25657,193.0,4.0,42005.0,42.0,10501.25,2.0,10.5,0.0,1785.0,1.0805675597180466,False
client25658,336.0,1.0,2807.0,3.0,2807.0,3.0,3.0,3.0,59.0,0.07220933555835155,False
client25659,406.0,1.0,1028.0,2.0,1028.0,2.0,2.0,2.0,199.0,0.02644502919628977,False
client2566,267.0,5.0,3375.0,17.0,675.0,5.0,3.4,3.0,476.0,0.08682098593139881,False
client25660,118.0,2.0,26517.0,28.0,13258.5,16.0,14.0,0.0,99.0,0.6821428396867859,False
client25661,7.0,1.0,4788.0,12.0,4788.0,1.0,12.0,1.0,4788.0,0.12317003870801113,True
client25662,378.0,1.0,3135.0,5.0,3135.0,5.0,5.0,5.0,349.0,0.0806470491540549,False
client25663,6.0,2.0,24732.0,51.0,12366.0,6.0,25.5,0.0,21533.0,0.6362241849052905,False
client25664,337.0,1.0,1690.0,10.0,1690.0,1.0,10.0,1.0,1690.0,0.04347480480713007,False
client25665,273.0,1.0,17955.0,45.0,17955.0,6.0,45.0,6.0,1996.0,0.4618876451550417,False
client25666,2.0,8.0,21182.0,53.0,2647.75,27.0,6.625,0.0,438.0,0.5449013700737451,False
client25667,3.0,37.0,56261.0,223.0,1520.5675675675675,109.0,6.027027027027027,36.0,425.0,1.447299404292275,True
client25668,10.0,17.0,31943.0,141.0,1879.0,72.0,8.294117647058824,17.0,196.0,0.8217252603279028,True
client25669,48.0,3.0,2732.0,34.0,910.6666666666666,32.0,11.333333333333334,0.0,94.0,0.07027998031543158,False
client2567,368.0,1.0,12667.0,16.0,12667.0,9.0,16.0,0.0,30.0,0.3258552381608974,False
client25670,98.0,2.0,1237.0,17.0,618.5,12.0,8.5,2.0,99.0,0.03182149913989343,True
client25671,21.0,4.0,13254.0,57.0,3313.5,21.0,14.25,12.0,39.0,0.34095565852881776,False
client25672,21.0,19.0,16081.0,82.0,846.3684210526316,55.0,4.315789473684211,15.0,241.0,0.4136794888186146,False
client25673,551.0,11.0,10128.0,57.0,920.7272727272727,20.0,5.181818181818182,2.0,231.0,0.26054013200391324,False
client25674,50.0,8.0,8732.0,73.0,1091.5,16.0,9.125,12.0,99.0,0.22462839974902948,False
client25675,120.0,2.0,1597.0,3.0,798.5,2.0,1.5,2.0,398.0,0.04108240430590931,False
client25676,492.0,1.0,7843.0,7.0,7843.0,5.0,7.0,0.0,298.0,0.2017591089362847,False
client25677,70.0,1.0,1972.0,4.0,1972.0,3.0,4.0,3.0,35.0,0.05072918052050917,False
client25678,89.0,6.0,4406.0,13.0,734.3333333333334,11.0,2.1666666666666665,1.0,169.0,0.11334318933740538,False
client25679,573.0,2.0,3685.0,7.0,1842.5,3.0,3.5,0.0,2112.0,0.09479565426880138,True
client2568,152.0,4.0,19198.0,140.0,4799.5,36.0,35.0,0.0,249.0,0.49386349271436875,False
client25680,71.0,8.0,50290.0,99.0,6286.25,29.0,12.375,8.0,493.0,1.293697002219273,False
client25681,55.0,17.0,29412.0,160.0,1730.1176470588234,62.0,9.411764705882353,19.0,90.0,0.7566159520634969,False
client25682,437.0,4.0,16199.0,65.0,4049.75,18.0,16.25,10.0,867.0,0.41671500773414205,False
client25683,120.0,3.0,2531.0,12.0,843.6666666666666,6.0,4.0,1.0,79.0,0.06510930826440604,False
client25684,5.0,4.0,13803.0,38.0,3450.75,19.0,9.5,0.0,33.0,0.3550785389069919,False
client25685,199.0,5.0,4221.0,10.0,844.2,7.0,2.0,3.0,15.0,0.10858411307153612,True
client25686,353.0,2.0,2913.0,25.0,1456.5,11.0,12.5,0.0,599.0,0.07493615763501177,False
client25687,122.0,12.0,10707.0,85.0,892.25,31.0,7.083333333333333,11.0,5.0,0.2754347544792554,False
client25688,5.0,8.0,29381.0,68.0,3672.625,43.0,8.5,15.0,1199.0,0.7558184852297567,False
client25689,298.0,3.0,8092.0,5.0,2697.3333333333335,5.0,1.6666666666666667,1.0,139.0,0.20816456834277902,False
client2569,486.0,1.0,5253.0,16.0,5253.0,12.0,16.0,0.0,149.0,0.13513204121411496,False
client25690,8.0,62.0,158214.0,776.0,2551.8387096774195,179.0,12.516129032258064,36.0,2998.0,4.070013472044543,True
client25691,67.0,1.0,2216.0,4.0,2216.0,3.0,4.0,0.0,118.0,0.05700601624414216,False
client25692,560.0,1.0,1925.0,8.0,1925.0,7.0,8.0,7.0,1399.0,0.04952011790161266,False
client25693,604.0,4.0,8702.0,43.0,2175.5,15.0,10.75,1.0,100.0,0.2238566576518615,False
client25694,5.0,2.0,3800.0,11.0,1900.0,3.0,5.5,0.0,2312.0,0.09775399897461201,True
client25695,57.0,2.0,3873.0,20.0,1936.5,10.0,10.0,7.0,68.0,0.09963190474438745,True
client25696,150.0,7.0,10480.0,43.0,1497.142857142857,12.0,6.142857142857143,1.0,549.0,0.269595239277351,False
client25697,77.0,1.0,149.0,1.0,149.0,1.0,1.0,1.0,149.0,0.003832985749267681,False
client25698,448.0,1.0,5729.0,7.0,5729.0,4.0,7.0,4.0,55.0,0.14737701582251372,False
client25699,91.0,4.0,22163.0,20.0,5540.75,14.0,5.0,3.0,87.0,0.5701373366511384,False
client257,195.0,5.0,3834.0,50.0,766.8,35.0,10.0,19.0,117.0,0.09862864001806905,True
client2570,38.0,5.0,7941.0,57.0,1588.2,26.0,11.4,18.0,34.0,0.2042801331203668,False
client25700,10.0,36.0,35147.0,124.0,976.3055555555555,39.0,3.4444444444444446,11.0,49.0,0.9041473163054443,False
client25701,103.0,2.0,4345.0,20.0,2172.5,11.0,10.0,4.0,1299.0,0.11177398040649715,False
client25702,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25703,64.0,6.0,11923.0,25.0,1987.1666666666667,15.0,4.166666666666667,6.0,119.0,0.3067160341511313,True
client25704,236.0,6.0,971.0,10.0,161.83333333333334,6.0,1.6666666666666667,3.0,94.0,0.02497871921167059,False
client25705,7.0,17.0,22975.0,188.0,1351.4705882352941,44.0,11.058823529411764,46.0,1045.0,0.5910258227478187,False
client25706,238.0,5.0,13368.0,53.0,2673.6,16.0,10.6,6.0,49.0,0.3438882784980561,False
client25707,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25708,276.0,3.0,11474.0,27.0,3824.6666666666665,14.0,9.0,0.0,1197.0,0.2951656274301837,False
client25709,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client2571,24.0,6.0,7540.0,63.0,1256.6666666666667,29.0,10.5,8.0,29.0,0.19396451375488802,False
client25710,254.0,5.0,49920.0,73.0,9984.0,24.0,14.6,5.0,59.0,1.2841788496875344,False
client25711,69.0,12.0,34505.0,96.0,2875.4166666666665,54.0,8.0,21.0,946.0,0.8876320354260493,True
client25712,54.0,12.0,12913.0,103.0,1076.0833333333333,40.0,8.583333333333334,3.0,192.0,0.3321835233576749,False
client25713,140.0,6.0,18753.0,34.0,3125.5,23.0,5.666666666666667,20.0,17.0,0.48241598493971016,False
client25714,25.0,11.0,11729.0,142.0,1066.2727272727273,32.0,12.909090909090908,17.0,25.0,0.3017254352561116,True
client25715,49.0,11.0,9032.0,78.0,821.0909090909091,31.0,7.090909090909091,18.0,538.0,0.23234582072070936,True
client25716,104.0,7.0,3065.0,55.0,437.85714285714283,15.0,7.857142857142857,6.0,119.0,0.07884631759399625,False
client25717,259.0,2.0,4662.0,4.0,2331.0,3.0,2.0,1.0,565.0,0.11992872189990557,False
client25718,652.0,2.0,1346.0,6.0,673.0,4.0,3.0,1.0,1030.0,0.03462549542627046,False
client25719,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client2572,380.0,1.0,1341.0,5.0,1341.0,4.0,5.0,0.0,618.0,0.034496871743409124,True
client25720,15.0,4.0,10256.0,48.0,2564.0,23.0,12.0,21.0,659.0,0.2638328982851634,True
client25721,99.0,2.0,34641.0,84.0,17320.5,23.0,42.0,23.0,40.0,0.8911305995998774,False
client25722,61.0,29.0,45975.0,1161.0,1585.344827586207,50.0,40.03448275862069,8.0,125.0,1.1826947639099439,True
client25723,162.0,4.0,20983.0,132.0,5245.75,15.0,33.0,22.0,77.0,0.5397821474958641,False
client25724,11.0,2.0,1842.0,14.0,921.0,9.0,7.0,0.0,85.0,0.047384964766114555,False
client25725,388.0,1.0,199.0,1.0,199.0,1.0,1.0,0.0,199.0,0.005119222577880997,False
client25726,218.0,1.0,3033.0,5.0,3033.0,3.0,5.0,3.0,2499.0,0.07802312602368373,False
client25727,4.0,28.0,5844.0,69.0,208.71428571428572,60.0,2.4642857142857144,15.0,158.0,0.15033536052832436,True
client25728,577.0,1.0,2098.0,2.0,2098.0,2.0,2.0,0.0,299.0,0.05397049732861473,False
client25729,573.0,1.0,3593.0,3.0,3593.0,3.0,3.0,0.0,3229.0,0.09242897850415288,False
client2573,103.0,4.0,70915.0,258.0,17728.75,101.0,64.5,104.0,2999.0,1.824269694022266,False
client25730,13.0,6.0,14007.0,41.0,2334.5,16.0,6.833333333333333,6.0,159.0,0.3603263851677343,False
client25731,98.0,1.0,2939.0,17.0,2939.0,17.0,17.0,17.0,69.0,0.0756050007858907,False
client25732,48.0,1.0,7040.0,19.0,7040.0,4.0,19.0,0.0,1183.0,0.18110214546875486,False
client25733,52.0,4.0,5230.0,14.0,1307.5,11.0,3.5,6.0,129.0,0.13454037227295285,True
client25734,3.0,1.0,135.0,3.0,135.0,1.0,3.0,0.0,135.0,0.003472839437255953,False
client25735,539.0,1.0,1149.0,1.0,1149.0,1.0,1.0,1.0,1149.0,0.029557722321534,False
client25736,39.0,6.0,6217.0,60.0,1036.1666666666667,51.0,10.0,10.0,99.0,0.1599306872697797,False
client25737,604.0,1.0,2470.0,17.0,2470.0,13.0,17.0,0.0,10.0,0.0635400993334978,False
client25738,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25739,176.0,1.0,129.0,1.0,129.0,1.0,1.0,1.0,129.0,0.0033184910178223545,False
client2574,3.0,20.0,29496.0,98.0,1474.8,68.0,4.9,14.0,1599.0,0.7587768299355672,True
client25740,28.0,1.0,4608.0,34.0,4608.0,13.0,34.0,13.0,69.0,0.11853958612500319,False
client25741,1.0,2.0,1579.0,15.0,789.5,13.0,7.5,2.0,169.0,0.040619359047608515,True
client25742,83.0,15.0,19172.0,69.0,1278.1333333333334,31.0,4.6,7.0,58.0,0.4931946495634898,False
client25743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25745,19.0,4.0,6086.0,49.0,1521.5,8.0,12.25,2.0,414.0,0.1565607467788128,True
client25746,7.0,1.0,169.0,1.0,169.0,1.0,1.0,1.0,169.0,0.0043474804807130075,False
client25747,674.0,1.0,505.0,17.0,505.0,17.0,17.0,0.0,29.0,0.012990991968994491,False
client25748,187.0,6.0,9240.0,130.0,1540.0,74.0,21.666666666666668,7.0,4.0,0.23769656592774074,False
client25749,33.0,10.0,22607.0,30.0,2260.7,20.0,3.0,15.0,94.0,0.5815591196892246,True
client2575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25750,237.0,1.0,1270.0,10.0,1270.0,4.0,10.0,0.0,38.0,0.03267041544677822,False
client25751,114.0,7.0,63870.0,83.0,9124.285714285714,61.0,11.857142857142858,11.0,2499.0,1.6430389248706496,False
client25752,406.0,1.0,1549.0,101.0,1549.0,17.0,101.0,17.0,130.0,0.03984761695044052,False
client25753,48.0,2.0,1877.0,18.0,938.5,14.0,9.0,0.0,66.0,0.048285330546143874,True
client25754,3.0,35.0,46410.0,231.0,1326.0,102.0,6.6,18.0,69.0,1.1938850243188797,True
client25755,406.0,1.0,529.0,5.0,529.0,4.0,5.0,4.0,95.0,0.013608385646728881,False
client25756,49.0,4.0,1615.0,11.0,403.75,10.0,2.75,6.0,79.0,0.0415454495642101,False
client25757,550.0,1.0,1386.0,14.0,1386.0,7.0,14.0,0.0,79.0,0.03565448488916111,False
client25758,383.0,3.0,3458.0,4.0,1152.6666666666667,4.0,1.3333333333333333,0.0,999.0,0.08895613906689692,False
client25759,302.0,3.0,21775.0,8.0,7258.333333333333,7.0,2.6666666666666665,4.0,433.0,0.560156138861099,True
client2576,674.0,1.0,2155.0,5.0,2155.0,2.0,5.0,0.0,1497.0,0.055436807313233916,False
client25760,265.0,4.0,6657.0,42.0,1664.25,24.0,10.5,12.0,2.0,0.17124957136157687,False
client25761,62.0,1.0,1678.0,6.0,1678.0,5.0,6.0,0.0,35.0,0.043166107968262875,False
client25762,632.0,1.0,1751.0,9.0,1751.0,7.0,9.0,0.0,139.0,0.04504401373803832,False
client25763,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25764,131.0,2.0,3011.0,12.0,1505.5,11.0,6.0,0.0,69.0,0.07745718181909388,False
client25765,279.0,1.0,3026.0,26.0,3026.0,11.0,26.0,0.0,558.0,0.07784305286767787,False
client25766,241.0,4.0,6127.0,23.0,1531.75,16.0,5.75,0.0,1369.0,0.15761546097827572,False
client25767,380.0,1.0,4196.0,20.0,4196.0,5.0,20.0,0.0,620.0,0.10794099465722946,False
client25768,80.0,2.0,11387.0,14.0,5693.5,7.0,7.0,5.0,2697.0,0.29292757534839653,False
client25769,483.0,3.0,1666.0,6.0,555.3333333333334,3.0,2.0,2.0,75.0,0.04285741112939569,False
client2577,497.0,1.0,1022.0,12.0,1022.0,10.0,12.0,10.0,149.0,0.026290680776856177,False
client25770,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25771,583.0,1.0,11258.0,107.0,11258.0,28.0,107.0,0.0,20.0,0.2896090843305742,False
client25772,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25773,381.0,1.0,759.0,1.0,759.0,1.0,1.0,0.0,759.0,0.019525075058350133,False
client25774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client25775,575.0,2.0,6628.0,15.0,3314.0,10.0,7.5,1.0,3199.0,0.17050355400098113,False
client25776,117.0,9.0,58779.0,179.0,6531.0,58.0,19.88888888888889,7.0,23.0,1.5120742909812417,True
client25777,99.0,2.0,2803.0,29.0,1401.5,9.0,14.5,9.0,151.0,0.07210643661206248,False
client25778,84.0,5.0,11304.0,49.0,2260.8,36.0,9.8,36.0,199.0,0.2907924222128984,False
client25779,15.0,6.0,4122.0,29.0,687.0,23.0,4.833333333333333,13.0,199.0,0.10603736415088175,True
client2578,164.0,1.0,2360.0,21.0,2360.0,14.0,21.0,0.0,129.0,0.060710378310548506,False
client25780,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client25781,3.0,9.0,13549.0,33.0,1505.4444444444443,24.0,3.6666666666666665,12.0,38.0,0.3485444558176363,False
client25782,494.0,3.0,4702.0,13.0,1567.3333333333333,12.0,4.333333333333333,0.0,115.0,0.12095771136279622,False
client25783,392.0,2.0,3735.0,17.0,1867.5,12.0,8.5,12.0,169.0,0.09608189109741469,False
client25784,1.0,56.0,57975.0,195.0,1035.267857142857,91.0,3.482142857142857,39.0,89.0,1.4913916027771397,True
client25785,3.0,13.0,42372.0,128.0,3259.3846153846152,28.0,9.846153846153847,6.0,2999.0,1.0900085380400684,False
client25786,258.0,3.0,24552.0,82.0,8184.0,12.0,27.333333333333332,0.0,46.0,0.6315937323222826,False
client25787,203.0,1.0,2325.0,37.0,2325.0,29.0,37.0,29.0,13.0,0.05981001253051919,False
client25788,392.0,2.0,5144.0,6.0,2572.0,3.0,3.0,3.0,1749.0,0.13232804492773792,False
client25789,319.0,3.0,1075.0,10.0,358.3333333333333,8.0,3.3333333333333335,0.0,249.0,0.02765409181518629,False
client2579,20.0,9.0,27808.0,75.0,3089.777777777778,36.0,8.333333333333334,15.0,2799.0,0.7153534746015817,False
client25790,481.0,1.0,1891.0,15.0,1891.0,6.0,15.0,0.0,139.0,0.0486454768581556,False
client25791,18.0,3.0,10633.0,34.0,3544.3333333333335,18.0,11.333333333333334,13.0,47.0,0.27353112397290774,True
client25792,31.0,15.0,52118.0,194.0,3474.5333333333333,66.0,12.933333333333334,14.0,29.0,1.340721820673376,True
client25793,3.0,3.0,4227.0,19.0,1409.0,16.0,6.333333333333333,7.0,1359.0,0.10873846149096972,True
client25794,65.0,1.0,85.0,1.0,85.0,1.0,1.0,0.0,85.0,0.002186602608642637,False
client25795,60.0,2.0,7932.0,3.0,3966.0,3.0,1.5,0.0,5984.0,0.20404861049121642,False
client25796,370.0,1.0,409.0,4.0,409.0,4.0,4.0,0.0,199.0,0.010521417258056923,False
client25797,460.0,2.0,2802.0,8.0,1401.0,3.0,4.0,0.0,1325.0,0.07208071187549021,False
client25798,599.0,2.0,10294.0,32.0,5147.0,26.0,16.0,0.0,13.0,0.26481043827490947,False
client25799,82.0,3.0,23252.0,21.0,7750.666666666667,14.0,7.0,13.0,9490.0,0.5981515747783364,False
client258,258.0,1.0,5713.0,7.0,5713.0,2.0,7.0,0.0,414.0,0.14696542003735746,False
client2580,26.0,15.0,82916.0,232.0,5527.733333333334,40.0,15.466666666666667,5.0,59.0,2.132992257626034,False
client25800,50.0,21.0,20383.0,90.0,970.6190476190476,54.0,4.285714285714286,17.0,1299.0,0.5243473055525043,True
