client,Recency,Frequency,Monetary,total_quantity,avg_check,total_unique_items,avg_items_per_visit,weekend_visits,amount_last_visit,relative_value_pct,event
client10872,33.0,6.0,4106.0,42.0,684.3333333333334,35.0,7.0,0.0,354.0,0.10562576836572549,False
client10873,355.0,1.0,199.0,1.0,199.0,1.0,1.0,0.0,199.0,0.005119222577880997,True
client10874,56.0,6.0,11492.0,31.0,1915.3333333333333,9.0,5.166666666666667,3.0,2999.0,0.29562867268848453,False
client10875,85.0,6.0,5088.0,29.0,848.0,27.0,4.833333333333333,4.0,85.0,0.130887459679691,False
client10876,232.0,1.0,3607.0,9.0,3607.0,6.0,9.0,6.0,1099.0,0.0927891248161646,False
client10877,317.0,4.0,14966.0,11.0,3741.5,4.0,2.75,4.0,1659.0,0.38499640754053766,False
client10878,15.0,7.0,9242.0,33.0,1320.2857142857142,15.0,4.714285714285714,6.0,66.0,0.2377480154008853,True
client10879,9.0,9.0,14202.0,32.0,1578.0,14.0,3.5555555555555554,1.0,715.0,0.36534270879932623,True
client1088,57.0,4.0,42164.0,44.0,10541.0,18.0,11.0,10.0,8496.0,1.084657792833037,False
client10880,28.0,31.0,9894.0,146.0,319.16129032258067,80.0,4.709677419354839,23.0,32.0,0.2545205436460029,True
client10881,65.0,8.0,4122.0,85.0,515.25,48.0,10.625,19.0,28.0,0.10603736415088175,True
client10882,365.0,1.0,10999.0,1.0,10999.0,1.0,1.0,1.0,10999.0,0.2829463775583572,False
client10883,205.0,6.0,6076.0,25.0,1012.6666666666666,23.0,4.166666666666667,20.0,115.0,0.15630349941309013,False
client10884,43.0,16.0,15380.0,102.0,961.25,47.0,6.375,38.0,585.0,0.3956464484814559,False
client10885,444.0,2.0,2648.0,2.0,1324.0,2.0,1.0,1.0,149.0,0.06811910244336121,False
client10886,448.0,2.0,1316.0,4.0,658.0,3.0,2.0,3.0,329.0,0.03385375332910247,False
client10887,44.0,4.0,4935.0,93.0,1233.75,59.0,23.25,0.0,445.0,0.12695157498413426,False
client10888,724.0,1.0,2176.0,4.0,2176.0,4.0,4.0,0.0,139.0,0.0559770267812515,False
client10889,475.0,6.0,4643.0,12.0,773.8333333333334,9.0,2.0,0.0,89.0,0.11943995190503251,False
client1089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client10890,22.0,17.0,35769.0,173.0,2104.0588235294117,42.0,10.176470588235293,17.0,1280.0,0.9201481024533938,False
client10891,9.0,7.0,3337.0,25.0,476.7142857142857,19.0,3.5714285714285716,1.0,274.0,0.0858434459416527,True
client10892,36.0,5.0,7342.0,24.0,1468.4,12.0,4.8,6.0,86.0,0.1888710159135793,False
client10893,433.0,10.0,9494.0,78.0,949.4,28.0,7.8,9.0,138.0,0.2442306490170964,False
client10894,627.0,1.0,199.0,1.0,199.0,1.0,1.0,0.0,199.0,0.005119222577880997,False
client10895,3.0,7.0,6483.0,26.0,926.1428571428571,17.0,3.7142857142857144,8.0,699.0,0.1667734671980025,True
client10896,114.0,7.0,1533.0,17.0,219.0,10.0,2.4285714285714284,2.0,98.0,0.03943602116528426,False
client10897,374.0,1.0,5543.0,3.0,5543.0,2.0,3.0,0.0,4925.0,0.1425922148200722,False
client10898,343.0,1.0,1299.0,1.0,1299.0,1.0,1.0,1.0,1299.0,0.03341643280737394,False
client10899,384.0,1.0,135.0,1.0,135.0,1.0,1.0,0.0,135.0,0.003472839437255953,False
client109,164.0,2.0,26958.0,37.0,13479.0,16.0,18.5,11.0,2599.0,0.6934874485151553,False
client1090,653.0,2.0,38026.0,105.0,19013.0,16.0,52.5,0.0,380.0,0.978208832896999,False
client10900,576.0,1.0,5155.0,157.0,5155.0,105.0,157.0,0.0,34.0,0.13261101703003286,False
client10901,354.0,4.0,6254.0,26.0,1563.5,10.0,6.5,0.0,80.0,0.16088250252295355,False
client10902,35.0,2.0,4867.0,3.0,2433.5,3.0,1.5,2.0,369.0,0.12520229289722018,False
client10903,62.0,2.0,2541.0,22.0,1270.5,4.0,11.0,2.0,88.0,0.0653665556301287,False
client10904,46.0,18.0,44970.0,116.0,2498.3333333333335,51.0,6.444444444444445,5.0,49.0,1.1568414036548162,True
client10905,534.0,4.0,6718.0,83.0,1679.5,25.0,20.75,18.0,29.0,0.17281878029248512,False
client10906,353.0,3.0,17569.0,35.0,5856.333333333333,15.0,11.666666666666666,0.0,119.0,0.45195789683814697,False
client10907,21.0,1.0,105.0,1.0,105.0,1.0,1.0,1.0,105.0,0.0027010973400879634,False
client10908,540.0,1.0,1998.0,2.0,1998.0,1.0,2.0,1.0,1998.0,0.0513980236713881,False
client10909,224.0,1.0,2699.0,1.0,2699.0,1.0,1.0,1.0,2699.0,0.06943106400854679,False
client1091,2.0,3.0,4222.0,8.0,1407.3333333333333,3.0,2.6666666666666665,2.0,1425.0,0.10860983780810837,True
client10910,315.0,7.0,9071.0,77.0,1295.857142857143,55.0,11.0,20.0,318.0,0.23334908544702776,False
client10911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client10912,2.0,1.0,5689.0,16.0,5689.0,12.0,16.0,0.0,15.0,0.14634802635962307,False
client10913,406.0,1.0,4334.0,6.0,4334.0,5.0,6.0,5.0,149.0,0.11149100830420221,False
client10914,135.0,3.0,2146.0,25.0,715.3333333333334,9.0,8.333333333333334,0.0,75.0,0.05520528468408351,False
client10915,131.0,2.0,6865.0,5.0,3432.5,2.0,2.5,0.0,1709.0,0.17660031656860825,False
client10916,703.0,1.0,219.0,1.0,219.0,1.0,1.0,0.0,219.0,0.005633717309326323,False
client10917,134.0,22.0,77939.0,671.0,3542.681818181818,84.0,30.5,39.0,1199.0,2.0049602437058645,False
client10918,70.0,2.0,6285.0,6.0,3142.5,6.0,3.0,2.0,4399.0,0.1616799693566938,False
client10919,17.0,28.0,26594.0,133.0,949.7857142857143,69.0,4.75,30.0,99.0,0.6841236444028503,True
client1092,288.0,1.0,1428.0,10.0,1428.0,7.0,10.0,7.0,399.0,0.036734923825196296,False
client10920,513.0,2.0,1847.0,12.0,923.5,5.0,6.0,0.0,692.0,0.04751358844897589,False
client10921,372.0,1.0,3091.0,9.0,3091.0,6.0,9.0,6.0,269.0,0.07951516074487518,False
client10922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client10923,70.0,3.0,6620.0,10.0,2206.6666666666665,6.0,3.3333333333333335,6.0,1899.0,0.17029775610840303,False
client10924,138.0,3.0,7330.0,53.0,2443.3333333333335,31.0,17.666666666666668,26.0,299.0,0.1885623190747121,True
client10925,659.0,1.0,1528.0,2.0,1528.0,2.0,2.0,2.0,1199.0,0.03930739748242293,False
client10926,202.0,12.0,4056.0,24.0,338.0,19.0,2.0,5.0,189.0,0.10433953153711217,True
client10927,405.0,1.0,1109.0,11.0,1109.0,5.0,11.0,0.0,65.0,0.028528732858643345,False
client10928,19.0,1.0,6940.0,22.0,6940.0,16.0,22.0,0.0,865.0,0.17852967181152823,False
client10929,97.0,2.0,218.0,2.0,109.0,2.0,1.0,0.0,69.0,0.005607992572754057,False
client1093,53.0,6.0,11135.0,82.0,1855.8333333333333,13.0,13.666666666666666,1.0,123.0,0.28644494173218543,False
client10930,393.0,1.0,2395.0,5.0,2395.0,5.0,5.0,5.0,999.0,0.06161074409057782,False
client10931,85.0,1.0,6699.0,1.0,6699.0,1.0,1.0,1.0,6699.0,0.17233001029761205,False
client10932,626.0,2.0,20149.0,108.0,10074.5,10.0,54.0,0.0,257.0,0.518327717194594,False
client10933,25.0,1.0,602.0,4.0,602.0,4.0,4.0,0.0,315.0,0.015486291416504322,True
client10934,28.0,1.0,2478.0,1.0,2478.0,1.0,1.0,1.0,2478.0,0.06374589722607593,True
client10935,378.0,1.0,1999.0,1.0,1999.0,1.0,1.0,1.0,1999.0,0.051423748407960365,False
client10936,114.0,1.0,746.0,4.0,746.0,2.0,4.0,0.0,299.0,0.019190653482910672,False
client10937,58.0,13.0,36835.0,82.0,2833.4615384615386,31.0,6.3076923076923075,10.0,90.0,0.9475706716394297,True
client10938,12.0,4.0,3769.0,21.0,942.25,16.0,5.25,0.0,899.0,0.09695653214087174,False
client10939,4.0,72.0,256156.0,1043.0,3557.722222222222,192.0,14.48611111111111,85.0,2417.0,6.58954562140545,True
client1094,29.0,10.0,41376.0,45.0,4137.6,15.0,4.5,6.0,1899.0,1.064386700414091,False
client10940,29.0,5.0,5866.0,49.0,1173.2,23.0,9.8,15.0,49.0,0.15090130473291422,True
client10941,123.0,4.0,10317.0,14.0,2579.25,9.0,3.5,2.0,86.0,0.26540210721607155,False
client10942,3.0,17.0,24333.0,112.0,1431.3529411764705,90.0,6.588235294117647,23.0,199.0,0.6259600150129563,False
client10943,97.0,5.0,3191.0,14.0,638.2,12.0,2.8,1.0,18.0,0.08208763440210182,False
client10944,284.0,1.0,1487.0,3.0,1487.0,3.0,3.0,0.0,1299.0,0.03825268328296001,False
client10945,363.0,3.0,12885.0,7.0,4295.0,7.0,2.3333333333333335,5.0,368.0,0.33146323073365147,False
client10946,335.0,2.0,862.0,7.0,431.0,7.0,3.5,0.0,79.0,0.022174722925293565,False
client10947,27.0,1.0,2280.0,12.0,2280.0,1.0,12.0,0.0,2280.0,0.058652399384767205,False
client10948,355.0,1.0,4999.0,1.0,4999.0,1.0,1.0,0.0,4999.0,0.1285979581247593,False
client10949,26.0,7.0,17014.0,57.0,2430.5714285714284,24.0,8.142857142857142,7.0,214.0,0.4376806680405391,True
client1095,7.0,12.0,38537.0,145.0,3211.4166666666665,44.0,12.083333333333334,21.0,45.0,0.991354173285427,True
client10950,139.0,4.0,8173.0,51.0,2043.25,39.0,12.75,0.0,199.0,0.2102482720051326,False
client10951,489.0,1.0,13801.0,19.0,13801.0,8.0,19.0,0.0,198.0,0.3550270894338474,False
client10952,3.0,5.0,11915.0,10.0,2383.0,8.0,2.0,3.0,999.0,0.30651023625855317,False
client10953,100.0,4.0,13239.0,31.0,3309.75,13.0,7.75,8.0,47.0,0.34056978748023375,True
client10954,55.0,1.0,1626.0,10.0,1626.0,4.0,10.0,0.0,495.0,0.04182842166650503,False
client10955,371.0,1.0,4407.0,8.0,4407.0,4.0,8.0,4.0,3512.0,0.11336891407397766,False
client10956,453.0,1.0,1863.0,9.0,1863.0,8.0,9.0,0.0,98.0,0.04792518423413215,False
client10957,581.0,1.0,3440.0,92.0,3440.0,75.0,92.0,75.0,50.0,0.08849309380859613,False
client10958,44.0,5.0,6654.0,35.0,1330.8,16.0,7.0,0.0,149.0,0.17117239715186006,False
client10959,7.0,1.0,7790.0,1.0,7790.0,1.0,1.0,1.0,7790.0,0.2003956978979546,False
client1096,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client10960,11.0,10.0,31083.0,161.0,3108.3,40.0,16.1,16.0,279.0,0.7996019868757538,True
client10961,37.0,12.0,125766.0,123.0,10480.5,72.0,10.25,29.0,94.0,3.235297219747645,False
client10962,529.0,1.0,1280.0,6.0,1280.0,3.0,6.0,0.0,1098.0,0.03292766281250088,False
client10963,490.0,1.0,3128.0,3.0,3128.0,3.0,3.0,3.0,2999.0,0.08046697599804904,False
client10964,4.0,5.0,4976.0,38.0,995.2,33.0,7.6,22.0,169.0,0.1280062891835972,True
client10965,29.0,14.0,72457.0,368.0,5175.5,64.0,26.285714285714285,14.0,140.0,1.8639372378167005,True
client10966,371.0,1.0,9178.0,22.0,9178.0,8.0,22.0,8.0,59.0,0.23610163226026024,False
client10967,184.0,4.0,5936.0,12.0,1484.0,9.0,3.0,5.0,289.0,0.15270203629297285,False
client10968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client10969,151.0,11.0,5160.0,39.0,469.09090909090907,29.0,3.5454545454545454,5.0,220.0,0.13273964071289418,False
client1097,211.0,2.0,1127.0,3.0,563.5,3.0,1.5,3.0,799.0,0.028991778116944134,False
client10970,5.0,18.0,26269.0,152.0,1459.388888888889,57.0,8.444444444444445,11.0,42.0,0.6757631050168639,True
client10971,723.0,1.0,11331.0,7.0,11331.0,5.0,7.0,0.0,89.0,0.2914869901003496,False
client10972,129.0,3.0,4092.0,14.0,1364.0,11.0,4.666666666666667,4.0,199.0,0.10526562205371377,False
client10973,17.0,1.0,915.0,11.0,915.0,8.0,11.0,0.0,99.0,0.023538133963623677,False
client10974,160.0,1.0,288.0,3.0,288.0,3.0,3.0,0.0,99.0,0.007408724132812699,False
client10975,29.0,11.0,31600.0,86.0,2872.7272727272725,33.0,7.818181818181818,9.0,253.0,0.8129016756836156,False
client10976,128.0,3.0,18480.0,13.0,6160.0,13.0,4.333333333333333,0.0,699.0,0.4753931318554815,False
client10977,375.0,1.0,2141.0,2.0,2141.0,2.0,2.0,0.0,542.0,0.05507666100122218,False
client10978,239.0,1.0,29940.0,50.0,29940.0,1.0,50.0,1.0,29940.0,0.7701986129736536,False
client10979,616.0,1.0,468.0,2.0,468.0,2.0,2.0,2.0,299.0,0.012039176715820636,False
client1098,478.0,3.0,1107.0,5.0,369.0,3.0,1.6666666666666667,0.0,349.0,0.028477283385498812,False
client10980,123.0,3.0,19247.0,14.0,6415.666666666667,11.0,4.666666666666667,4.0,5759.0,0.4951240048064098,False
client10981,88.0,2.0,4990.0,13.0,2495.0,11.0,6.5,0.0,76.0,0.12836643549560892,False
client10982,392.0,1.0,1136.0,4.0,1136.0,2.0,4.0,2.0,479.0,0.029223300746094538,False
client10983,39.0,2.0,2193.0,9.0,1096.5,8.0,4.5,0.0,299.0,0.056414347302980034,False
client10984,28.0,1.0,98.0,2.0,98.0,1.0,2.0,1.0,98.0,0.002521024184082099,False
client10985,649.0,3.0,5522.0,26.0,1840.6666666666667,13.0,8.666666666666666,8.0,25.0,0.1420519953520546,False
client10986,81.0,3.0,5436.0,44.0,1812.0,6.0,14.666666666666666,0.0,999.0,0.1398396680068397,False
client10987,30.0,28.0,36499.0,107.0,1303.5357142857142,36.0,3.8214285714285716,7.0,1156.0,0.9389271601511482,True
client10988,389.0,1.0,1899.0,1.0,1899.0,1.0,1.0,0.0,1899.0,0.04885127475073374,False
client10989,209.0,1.0,750.0,2.0,750.0,1.0,2.0,0.0,750.0,0.019293552429199737,False
client1099,51.0,1.0,19839.0,24.0,19839.0,1.0,24.0,0.0,19839.0,0.5103530488571915,False
client10990,633.0,2.0,4598.0,3.0,2299.0,3.0,1.5,2.0,299.0,0.11828233875928053,False
client10991,67.0,6.0,20862.0,62.0,3477.0,23.0,10.333333333333334,4.0,58.0,0.5366694543706199,False
client10992,11.0,7.0,16976.0,89.0,2425.1428571428573,22.0,12.714285714285714,20.0,498.0,0.436703128050793,False
client10993,317.0,1.0,3088.0,2.0,3088.0,2.0,2.0,0.0,2999.0,0.07943798653515838,False
client10994,90.0,6.0,2720.0,15.0,453.3333333333333,10.0,2.5,3.0,99.0,0.06997128347656438,False
client10995,307.0,1.0,6557.0,13.0,6557.0,3.0,13.0,0.0,269.0,0.16867709770435024,False
client10996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client10997,10.0,3.0,6929.0,12.0,2309.6666666666665,10.0,4.0,1.0,99.0,0.17824669970923332,False
client10998,70.0,7.0,4382.0,16.0,626.0,9.0,2.2857142857142856,4.0,198.0,0.112725795659671,False
client10999,631.0,1.0,546.0,14.0,546.0,3.0,14.0,3.0,261.0,0.01404570616845741,False
client11,4.0,6.0,10979.0,29.0,1829.8333333333333,17.0,4.833333333333333,1.0,645.0,0.2824318828269119,False
client110,88.0,38.0,42469.0,248.0,1117.6052631578948,92.0,6.526315789473684,35.0,399.0,1.0925038374875782,False
client1100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client11000,322.0,3.0,2276.0,8.0,758.6666666666666,5.0,2.6666666666666665,1.0,238.0,0.05854950043847814,False
client11001,33.0,31.0,33253.0,194.0,1072.6774193548388,53.0,6.258064516129032,12.0,359.0,0.8554246652375718,False
client11002,5.0,5.0,28477.0,15.0,5695.4,12.0,3.0,0.0,387.0,0.7325633233684279,False
client11003,115.0,5.0,2063.0,17.0,412.6,8.0,3.4,1.0,49.0,0.053070131548585406,True
client11004,19.0,13.0,36895.0,175.0,2838.076923076923,66.0,13.461538461538462,6.0,143.0,0.9491141558337657,False
client11005,571.0,1.0,1509.0,11.0,1509.0,3.0,11.0,0.0,396.0,0.03881862748754987,False
client11006,546.0,1.0,578.0,2.0,578.0,2.0,2.0,2.0,299.0,0.01486889773876993,False
client11007,17.0,8.0,111259.0,289.0,13907.375,77.0,36.125,53.0,4248.0,2.862108466293778,True
client11008,192.0,5.0,4062.0,61.0,812.4,55.0,12.2,14.0,19.0,0.10449387995654577,False
client11009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client1101,312.0,7.0,3730.0,31.0,532.8571428571429,21.0,4.428571428571429,5.0,500.0,0.09595326741455336,False
client11010,21.0,1.0,1999.0,1.0,1999.0,1.0,1.0,1.0,1999.0,0.051423748407960365,False
client11011,122.0,2.0,6681.0,21.0,3340.5,8.0,10.5,0.0,499.0,0.17186696503931126,False
client11012,23.0,3.0,30697.0,234.0,10232.333333333334,10.0,78.0,3.0,66.0,0.789672238558859,True
client11013,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client11014,187.0,1.0,2705.0,13.0,2705.0,4.0,13.0,0.0,330.0,0.06958541242798039,False
client11015,15.0,3.0,2602.0,10.0,867.3333333333334,8.0,3.3333333333333335,4.0,1797.0,0.06693576456103695,False
client11016,332.0,3.0,23839.0,22.0,7946.333333333333,10.0,7.333333333333333,0.0,99.0,0.6132519951462567,False
client11017,482.0,1.0,2100.0,1.0,2100.0,1.0,1.0,0.0,2100.0,0.054021946801759264,False
client11018,587.0,1.0,2552.0,1.0,2552.0,1.0,1.0,0.0,2552.0,0.06564952773242363,False
client11019,5.0,4.0,6105.0,17.0,1526.25,11.0,4.25,1.0,49.0,0.15704951677368587,False
client1102,225.0,2.0,3742.0,8.0,1871.0,3.0,4.0,1.0,1745.0,0.09626196425342055,False
client11020,165.0,5.0,3805.0,7.0,761.0,5.0,1.4,0.0,49.0,0.09788262265747333,False
client11021,414.0,1.0,1559.0,1.0,1559.0,1.0,1.0,1.0,1559.0,0.04010486431616318,False
client11022,65.0,4.0,18503.0,43.0,4625.75,11.0,10.75,1.0,425.0,0.4759848007966436,True
client11023,3.0,27.0,17169.0,96.0,635.8888888888889,43.0,3.5555555555555554,19.0,199.0,0.44166800220924035,True
client11024,33.0,6.0,5177.0,24.0,862.8333333333334,9.0,4.0,0.0,380.0,0.13317696123462272,False
client11025,380.0,1.0,1378.0,2.0,1378.0,2.0,2.0,0.0,179.0,0.03544868699658298,False
client11026,149.0,3.0,15313.0,44.0,5104.333333333333,14.0,14.666666666666666,3.0,27.0,0.39392289113111406,False
client11027,58.0,1.0,3499.0,1.0,3499.0,1.0,1.0,0.0,3499.0,0.09001085326635984,False
client11028,47.0,12.0,24990.0,41.0,2082.5,22.0,3.4166666666666665,6.0,399.0,0.6428611669409352,False
client11029,247.0,2.0,448.0,20.0,224.0,20.0,10.0,18.0,52.0,0.011524681984375309,False
client1103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client11030,414.0,4.0,7446.0,29.0,1861.5,15.0,7.25,17.0,199.0,0.191546388517095,True
client11031,3.0,29.0,24974.0,153.0,861.1724137931035,97.0,5.275862068965517,41.0,15.0,0.6424495711557789,False
client11032,475.0,3.0,3726.0,72.0,1242.0,11.0,24.0,7.0,445.0,0.0958503684682643,False
client11033,153.0,2.0,923.0,5.0,461.5,5.0,2.5,0.0,179.0,0.02374393185620181,False
client11034,79.0,2.0,3099.0,19.0,1549.5,16.0,9.5,9.0,23.0,0.0797209586374533,True
client11035,103.0,12.0,18304.0,195.0,1525.3333333333333,46.0,16.25,27.0,211.0,0.4708655782187626,True
client11036,161.0,2.0,5828.0,33.0,2914.0,9.0,16.5,5.0,70.0,0.14992376474316807,False
client11037,643.0,3.0,1868.0,8.0,622.6666666666666,7.0,2.6666666666666665,4.0,84.0,0.04805380791699348,False
client11038,97.0,5.0,7305.0,44.0,1461.0,31.0,8.8,8.0,30.0,0.18791920066040543,False
client11039,679.0,1.0,1957.0,15.0,1957.0,6.0,15.0,6.0,59.0,0.05034330947192518,False
client1104,43.0,3.0,19205.0,67.0,6401.666666666667,12.0,22.333333333333332,1.0,7196.0,0.4940435658703746,False
client11040,83.0,1.0,2785.0,5.0,2785.0,3.0,5.0,0.0,1699.0,0.07164339135376169,False
client11041,85.0,1.0,1860.0,15.0,1860.0,5.0,15.0,5.0,999.0,0.04784801002441535,False
client11042,362.0,1.0,2388.0,10.0,2388.0,1.0,10.0,0.0,2388.0,0.06143067093457197,False
client11043,122.0,2.0,1553.0,10.0,776.5,8.0,5.0,0.0,55.0,0.03995051589672959,False
client11044,28.0,10.0,25335.0,85.0,2533.5,69.0,8.5,38.0,456.0,0.651736201058367,False
client11045,166.0,9.0,16127.0,19.0,1791.888888888889,15.0,2.111111111111111,13.0,179.0,0.41486282670093894,False
client11046,182.0,13.0,21828.0,53.0,1679.076923076923,26.0,4.076923076923077,14.0,178.0,0.5615195498994291,False
client11047,43.0,4.0,2886.0,17.0,721.5,13.0,4.25,6.0,29.0,0.07424158974756058,True
client11048,2.0,3.0,1504.0,20.0,501.3333333333333,3.0,6.666666666666667,0.0,140.0,0.03869000380468854,False
client11049,120.0,4.0,46664.0,19.0,11666.0,12.0,4.75,1.0,29990.0,1.2004191074082353,False
client1105,223.0,7.0,7901.0,34.0,1128.7142857142858,15.0,4.857142857142857,12.0,100.0,0.20325114365747615,False
client11050,184.0,1.0,792.0,14.0,792.0,5.0,14.0,0.0,165.0,0.020373991365234923,True
client11051,265.0,1.0,1246.0,10.0,1246.0,2.0,10.0,0.0,830.0,0.03205302176904383,False
client11052,120.0,3.0,21953.0,72.0,7317.666666666667,26.0,24.0,2.0,21.0,0.5647351419709624,False
client11053,16.0,1.0,4499.0,2.0,4499.0,2.0,2.0,0.0,2799.0,0.11573558983862615,False
client11054,6.0,1.0,2153.0,17.0,2153.0,6.0,17.0,0.0,59.0,0.055385357840089376,False
client11055,160.0,3.0,8368.0,10.0,2789.3333333333335,5.0,3.3333333333333335,0.0,44.0,0.21526459563672454,False
client11056,192.0,1.0,143.0,1.0,143.0,1.0,1.0,0.0,143.0,0.003678637329834083,False
client11057,480.0,1.0,1123.0,8.0,1123.0,3.0,8.0,0.0,76.0,0.028888879170655073,False
client11058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client11059,160.0,1.0,3935.0,9.0,3935.0,6.0,9.0,0.0,398.0,0.10122683841186796,False
client1106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
client11060,11.0,27.0,71214.0,192.0,2637.5555555555557,50.0,7.111111111111111,13.0,25.0,1.8319613902573733,True
client11061,5.0,6.0,6033.0,75.0,1005.5,50.0,12.5,5.0,99.0,0.15519733574048267,True
client11062,135.0,4.0,3752.0,10.0,938.0,10.0,2.5,0.0,219.0,0.09651921161914322,False
client11063,271.0,2.0,12610.0,8.0,6305.0,4.0,4.0,0.0,8499.0,0.32438892817627824,False
client11064,721.0,1.0,319.0,5.0,319.0,2.0,5.0,2.0,59.0,0.008206190966552954,False
client11065,249.0,2.0,530.0,6.0,265.0,4.0,3.0,0.0,149.0,0.013634110383301147,False
client11066,390.0,1.0,16697.0,3.0,16697.0,3.0,3.0,0.0,4399.0,0.4295259265471306,False
client11067,11.0,42.0,55929.0,195.0,1331.642857142857,91.0,4.642857142857143,51.0,58.0,1.4387587917502827,False
client11068,202.0,1.0,417.0,13.0,417.0,10.0,13.0,0.0,9.0,0.010727215150635055,False
client11069,78.0,7.0,8833.0,34.0,1261.857142857143,12.0,4.857142857142857,4.0,199.0,0.22722659814282836,False
client1107,90.0,6.0,8325.0,15.0,1387.5,12.0,2.5,4.0,50.0,0.2141584319641171,False
client11070,126.0,6.0,23348.0,30.0,3891.3333333333335,26.0,5.0,3.0,74.0,0.6006211494892739,False
client11071,8.0,7.0,35042.0,50.0,5006.0,36.0,7.142857142857143,17.0,358.0,0.9014462189653563,False
client11072,123.0,6.0,21644.0,75.0,3607.3333333333335,22.0,12.5,5.0,87.0,0.5567861983701321,True
client11073,21.0,5.0,49777.0,80.0,9955.4,16.0,16.0,1.0,560.0,1.2805002123577003,True
client11074,110.0,3.0,2122.0,8.0,707.3333333333334,6.0,2.6666666666666665,0.0,458.0,0.05458789100634912,False
client11075,338.0,3.0,4836.0,50.0,1612.0,16.0,16.666666666666668,0.0,25.0,0.12440482606347991,False
client11076,29.0,1.0,6713.0,2.0,6713.0,2.0,2.0,2.0,6364.0,0.17269015660962378,True
client11077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client11078,360.0,1.0,1148.0,2.0,1148.0,2.0,2.0,0.0,149.0,0.02953199758496173,True
client11079,380.0,1.0,229.0,1.0,229.0,1.0,1.0,0.0,229.0,0.005890964675048986,False
client1108,32.0,1.0,6058.0,2.0,6058.0,2.0,2.0,0.0,5999.0,0.15584045415478934,False
client11080,2.0,19.0,12216.0,259.0,642.9473684210526,183.0,13.631578947368421,40.0,14.0,0.31425338196680536,True
client11081,38.0,1.0,2699.0,1.0,2699.0,1.0,1.0,0.0,2699.0,0.06943106400854679,False
client11082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client11083,28.0,3.0,1796.0,9.0,598.6666666666666,7.0,3.0,4.0,310.0,0.04620162688379031,False
client11084,385.0,1.0,1116.0,4.0,1116.0,3.0,4.0,3.0,49.0,0.02870880601464921,False
client11085,354.0,1.0,3933.0,7.0,3933.0,4.0,7.0,0.0,399.0,0.10117538893872342,False
client11086,259.0,4.0,1423.0,9.0,355.75,6.0,2.25,4.0,49.0,0.03660630014233497,False
client11087,58.0,1.0,9147.0,3.0,9147.0,3.0,3.0,0.0,369.0,0.23530416542652,False
client11088,103.0,3.0,1511.0,12.0,503.6666666666667,5.0,4.0,0.0,299.0,0.0388700769606944,False
client11089,63.0,5.0,14202.0,22.0,2840.4,16.0,4.4,10.0,37.0,0.36534270879932623,False
client1109,23.0,13.0,18859.0,58.0,1450.6923076923076,37.0,4.461538461538462,9.0,149.0,0.4851428070163704,False
client11090,75.0,4.0,19936.0,45.0,4984.0,30.0,11.25,11.0,72.0,0.5128483483047013,False
client11091,401.0,1.0,943.0,7.0,943.0,3.0,7.0,0.0,717.0,0.024258426587647135,False
client11092,62.0,15.0,19742.0,146.0,1316.1333333333334,65.0,9.733333333333333,21.0,189.0,0.5078577494096816,False
client11093,395.0,1.0,11125.0,2.0,11125.0,2.0,2.0,0.0,135.0,0.28618769436646274,False
client11094,64.0,1.0,12889.0,2.0,12889.0,2.0,2.0,2.0,11990.0,0.33156612967994054,False
client11095,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
client11096,263.0,6.0,19250.0,40.0,3208.3333333333335,9.0,6.666666666666667,0.0,3399.0,0.49520117901612654,True
client11097,63.0,2.0,2757.0,9.0,1378.5,4.0,4.5,4.0,1999.0,0.07092309872973823,False
client11098,20.0,12.0,21640.0,77.0,1803.3333333333333,33.0,6.416666666666667,8.0,23.0,0.5566832994238431,False
client11099,3.0,1.0,429.0,7.0,429.0,2.0,7.0,0.0,15.0,0.01103591198950225,False
client111,75.0,6.0,14297.0,38.0,2382.8333333333335,17.0,6.333333333333333,4.0,2999.0,0.36778655877369154,False
client1110,490.0,1.0,1070.0,12.0,1070.0,12.0,12.0,12.0,55.0,0.027525468132324957,False
client11100,42.0,4.0,7985.0,40.0,1996.25,7.0,10.0,5.0,65.0,0.20541202152954655,True
